hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
"and Brown Figueroa Tucker,",1,3447.373936320928,3447.373936320928,30.0,6.0,37
"and Brown Fisher Blair,",1,23372.60211202692,23372.60211202692,74.0,24.0,37
"and Brown Gross, Lewis",1,7654.404786817528,7654.404786817528,27.0,14.0,37
"and Brown Horn Chambers,",1,7738.036628555073,7738.036628555073,21.0,26.0,37
"and Brown Johnson, Jimenez",1,23868.393728858613,23868.393728858613,80.0,20.0,37
"and Brown Kidd Burch,",1,8946.730722303653,8946.730722303653,66.0,10.0,37
"and Brown Larson Moyer,",1,3963.121128315197,3963.121128315197,25.0,2.0,37
"and Brown Lee, Holloway",1,9893.365258063912,9893.365258063912,80.0,20.0,37
"and Brown Moss Cannon,",1,2918.968093892968,2918.968093892968,25.0,13.0,37
"and Brown Oneal, Shah",1,23067.672165245425,23067.672165245425,82.0,23.0,37
"and Brown Owens, Clark",1,20910.820200134083,20910.820200134083,43.0,13.0,37
"and Brown Patterson, Galvan",1,42695.57499815868,42695.57499815868,49.0,28.0,37
"and Brown Ray Walton,",1,12093.362068598664,12093.362068598664,71.0,8.0,37
"and Brown Rodriguez Morales,",1,44430.672716811976,44430.672716811976,27.0,25.0,37
"and Brown Schmidt, Ochoa",1,23271.26127893927,23271.26127893927,22.0,26.0,37
"and Brown Sellers, Sparks",1,29332.797108580195,29332.797108580195,82.0,3.0,37
"and Brown Short Nguyen,",1,3731.084547652904,3731.084547652904,73.0,7.0,37
"and Brown Vazquez Smith,",1,28344.53583607225,28344.53583607225,20.0,22.0,37
"and Brown Vincent, Osborn",1,21496.41893887767,21496.41893887767,41.0,28.0,37
"and Brown Walsh Casey,",1,33940.97793375033,33940.97793375033,76.0,27.0,37
"and Brown White, Howard",1,4506.6178389345605,4506.6178389345605,78.0,28.0,37
"and Brown White, Jones",1,19065.060885516963,19065.060885516963,72.0,9.0,37
"and Brown Wood Montgomery,",1,29778.14310888762,29778.14310888762,74.0,4.0,37
"and Brown, Buckley Luna",1,40422.22684673657,40422.22684673657,18.0,5.0,37
"and Brown, Clark Hernandez",1,45084.13092492479,45084.13092492479,55.0,10.0,37
"and Brown, Griffin Roberts",1,7585.653093963399,7585.653093963399,51.0,6.0,37
"and Brown, Hines Ross",1,12720.972974018889,12720.972974018889,19.0,7.0,37
"and Brown, James Green",1,35312.30148110295,35312.30148110295,24.0,11.0,37
"and Brown, Johnson Miller",1,7627.262378220141,7627.262378220141,56.0,18.0,37
"and Brown, Robinson Davis",1,9974.69273394406,9974.69273394406,66.0,4.0,37
"and Brown, Ruiz Mitchell",1,43573.91703831157,43573.91703831157,42.0,28.0,37
"and Brown, Sheppard Stewart",1,48789.8195148708,48789.8195148708,46.0,11.0,37
"and Brown, Vazquez White",1,45700.81415198649,45700.81415198649,25.0,10.0,37
"and Brown, Wood Andrews",1,27743.290400552836,27743.290400552836,31.0,21.0,37
"and Browning Davis, Myers",1,46634.49763434276,46634.49763434276,50.0,13.0,37
"and Browning Merritt, Gonzalez",1,8777.604988014045,8777.604988014045,85.0,11.0,37
"and Browning Schwartz Brooks,",1,28172.89941035473,28172.89941035473,75.0,28.0,37
"and Browning, Dawson George",1,42862.28144647886,42862.28144647886,23.0,20.0,37
"and Bruce Williams, Miller",1,25721.634066967534,25721.634066967534,82.0,24.0,37
"and Bryan Blackwell, Jackson",1,5480.566154409991,5480.566154409991,83.0,11.0,37
"and Bryan Davis Vasquez,",1,15643.92872099977,15643.92872099977,74.0,9.0,37
"and Bryan Wilson, Williams",1,40614.690954505146,40614.690954505146,56.0,24.0,37
"and Bryant Burton, Perry",1,39027.01226522363,39027.01226522363,72.0,16.0,37
"and Bryant Howard, Guerrero",1,29573.246846433005,29573.246846433005,45.0,10.0,37
"and Bryant Sanders Fields,",1,23489.78697069041,23489.78697069041,60.0,25.0,37
"and Bryant, Butler Webb",1,30162.12485487502,30162.12485487502,40.0,22.0,37
"and Bryant, Smith Clark",1,20312.730135894217,20312.730135894217,44.0,5.0,37
"and Buchanan Campbell Malone,",1,23456.70955655173,23456.70955655173,64.0,25.0,37
"and Buchanan Moreno Pierce,",1,23201.14110917432,23201.14110917432,28.0,17.0,37
"and Buchanan, Boyd Roberts",1,38645.412017045484,38645.412017045484,63.0,11.0,37
"and Buck Stevenson, Garrett",1,26128.441674065,26128.441674065,75.0,19.0,37
"and Buckley Davis, Robinson",1,24470.594994567127,24470.594994567127,33.0,22.0,37
"and Buckley Fernandez Moore,",1,16621.15447521233,16621.15447521233,32.0,17.0,37
"and Buckley, Brown Curry",1,10602.407091920632,10602.407091920632,60.0,14.0,37
"and Bullock Costa Hubbard,",1,34071.18346995844,34071.18346995844,46.0,2.0,37
"and Bullock Jefferson, Ponce",1,21308.191903847797,21308.191903847797,51.0,19.0,37
"and Bullock, Cantu Wyatt",1,38224.89076222467,38224.89076222467,38.0,18.0,37
"and Burch Parker, Garrett",1,44705.89479544335,44705.89479544335,76.0,16.0,37
"and Burch White, Jackson",1,17689.764787066317,17689.764787066317,35.0,9.0,37
"and Burgess Bell, Walker",1,27504.996025804907,27504.996025804907,42.0,20.0,37
"and Burke Clark, Johnson",1,28478.45134370179,28478.45134370179,42.0,2.0,37
"and Burke Skinner Myers,",1,12099.793100234194,12099.793100234194,82.0,18.0,37
"and Burke Wright, Kennedy",1,5309.359757421761,5309.359757421761,22.0,9.0,37
"and Burke, Ford Wright",1,41044.74278480829,41044.74278480829,28.0,5.0,37
"and Burke, Fowler Hoffman",1,22240.221592894504,22240.221592894504,27.0,15.0,37
and Burnett Sons,1,32405.474570838727,32405.474570838727,20.0,22.0,37
"and Burnett, Medina Howard",1,26415.09452122164,26415.09452122164,81.0,4.0,37
"and Burnett, Watson Jordan",1,13578.904287295532,13578.904287295532,61.0,20.0,37
"and Burns Shields, Elliott",1,32791.44611318238,32791.44611318238,76.0,28.0,37
"and Burns, Hernandez Edwards",1,3878.813401327041,3878.813401327041,57.0,24.0,37
"and Burns, Moore Hopkins",1,45823.34293831843,45823.34293831843,36.0,29.0,37
"and Burton Davenport Shepherd,",1,23688.84249154436,23688.84249154436,30.0,23.0,37
"and Bush, Allen Mitchell",1,32169.85150651198,32169.85150651198,84.0,27.0,37
"and Bush, Castillo Williamson",1,13839.814947048086,13839.814947048086,58.0,6.0,37
"and Butler Cordova, Rodriguez",1,29048.61132724928,29048.61132724928,39.0,22.0,37
"and Butler Morgan, Burke",1,20358.60799889704,20358.60799889704,57.0,28.0,37
"and Butler Murray, Gonzales",1,23063.237394560823,23063.237394560823,36.0,25.0,37
"and Butler Rios, Stark",1,37596.8723771598,37596.8723771598,25.0,20.0,37
"and Butler Williams, Jennings",1,30862.281495183837,30862.281495183837,63.0,5.0,37
"and Butler, Henderson Monroe",1,1497.9339166000475,1497.9339166000475,21.0,25.0,37
"and Butler, King Morton",1,26395.43786896715,26395.43786896715,80.0,5.0,37
"and Byrd Carroll, Washington",1,6459.616670892389,6459.616670892389,18.0,28.0,37
"and Byrd Parsons, Chen",1,28150.134006483164,28150.134006483164,41.0,3.0,37
"and Byrd, Henderson Jones",1,33641.05112854994,33641.05112854994,26.0,17.0,37
"and Cabrera Day, Stephens",1,21820.425108133302,21820.425108133302,79.0,24.0,37
"and Cabrera Williams, Delacruz",1,23656.053373922023,23656.053373922023,81.0,19.0,37
"and Cain, Mendoza Gibson",1,4675.729293857605,4675.729293857605,48.0,22.0,37
"and Calderon Cooke Bullock,",1,47636.22956868719,47636.22956868719,46.0,9.0,37
"and Calderon Swanson, Simon",1,14301.717916576814,14301.717916576814,64.0,11.0,37
"and Calderon, Chavez Rodriguez",1,9140.789372172178,9140.789372172178,50.0,24.0,37
"and Caldwell Baker Johnson,",1,49492.208327725486,49492.208327725486,18.0,15.0,37
"and Caldwell, Thompson Saunders",1,17705.931113813156,17705.931113813156,36.0,24.0,37
"and Callahan Matthews, Mercado",1,42817.22312426123,42817.22312426123,56.0,26.0,37
"and Camacho Moran, Pace",1,16453.52634695412,16453.52634695412,71.0,13.0,37
"and Camacho Thomas Malone,",1,40367.63417343173,40367.63417343173,44.0,27.0,37
"and Cameron Gross Rush,",1,18358.03250881739,18358.03250881739,85.0,28.0,37
"and Cameron Martinez Moran,",1,24524.404740990216,24524.404740990216,85.0,24.0,37
"and Cameron Salazar Poole,",1,27362.4378227367,27362.4378227367,19.0,30.0,37
"and Campbell Brown, Jones",1,4186.697875987207,4186.697875987207,20.0,27.0,37
"and Campbell Cook Wiggins,",1,47422.91846360704,47422.91846360704,79.0,11.0,37
"and Campbell Foster, Wells",1,17653.40249737281,17653.40249737281,81.0,29.0,37
"and Campbell Kelly, Cooley",1,15619.941891171997,15619.941891171997,74.0,26.0,37
"and Campbell Peters, Ewing",1,7413.628832992193,7413.628832992193,64.0,6.0,37
"and Campbell Scott, Hutchinson",1,42131.40446133097,42131.40446133097,30.0,13.0,37
"and Campbell Sherman, Torres",1,4532.61775179043,4532.61775179043,52.0,2.0,37
"and Campbell, Beard Andrews",1,43300.34035849152,43300.34035849152,83.0,27.0,37
"and Campbell, Norris Stewart",1,16021.230969348117,16021.230969348117,41.0,27.0,37
"and Campbell, Randolph Williams",1,41731.40660264169,41731.40660264169,75.0,7.0,37
"and Campbell, Sellers Gutierrez",1,17449.80971589371,17449.80971589371,25.0,1.0,37
"and Campbell, Smith Taylor",1,38868.26248291573,38868.26248291573,74.0,25.0,37
"and Campbell, Wiley Cook",1,41454.6775329602,41454.6775329602,27.0,25.0,37
"and Campos Grimes Taylor,",1,45908.800956619096,45908.800956619096,24.0,13.0,37
"and Campos Peck Bernard,",1,22096.93451167754,22096.93451167754,74.0,16.0,37
"and Campos, Crosby Zhang",1,19431.09591972572,19431.09591972572,31.0,13.0,37
"and Campos, White Reed",1,17416.87837477006,17416.87837477006,35.0,5.0,37
"and Cannon, Johnson Salazar",1,13347.2988041855,13347.2988041855,61.0,2.0,37
"and Cantrell Miller, Taylor",1,24083.23707562005,24083.23707562005,63.0,25.0,37
"and Cantu Jones Williams,",1,40859.627950233815,40859.627950233815,23.0,18.0,37
"and Cantu, Hunter Wang",1,34398.02619633796,34398.02619633796,61.0,13.0,37
"and Cardenas George Gonzalez,",1,37413.848345828206,37413.848345828206,43.0,11.0,37
"and Cardenas Miller, Fisher",1,48451.451210005725,48451.451210005725,40.0,12.0,37
"and Cardenas Perry Browning,",1,20950.02245369848,20950.02245369848,46.0,23.0,37
"and Carey Cox Oliver,",1,2811.3778662045816,2811.3778662045816,85.0,28.0,37
"and Carey, Griffin Khan",1,35428.31478197451,35428.31478197451,42.0,18.0,37
"and Carlson Miller, Johnson",1,8107.520306350903,8107.520306350903,60.0,14.0,37
"and Carlson, Chaney Foster",1,48006.753676829176,48006.753676829176,37.0,25.0,37
"and Carney Martinez, Johnson",1,37883.76779025666,37883.76779025666,25.0,24.0,37
"and Carney, Sanchez Morrow",1,20764.48668912549,20764.48668912549,26.0,7.0,37
"and Carpenter Campbell, Smith",1,22013.751782004056,22013.751782004056,34.0,1.0,37
"and Carpenter Daniels Brown,",1,2755.3811342576414,2755.3811342576414,51.0,8.0,37
"and Carpenter Jones Fisher,",1,7162.991126430416,7162.991126430416,65.0,6.0,37
"and Carpenter Thomas Leblanc,",1,48268.95943457887,48268.95943457887,75.0,12.0,37
"and Carpenter Vasquez Leach,",1,20481.09113716866,20481.09113716866,35.0,10.0,37
"and Carpenter, Hernandez Chang",1,25500.706999138256,25500.706999138256,45.0,29.0,37
"and Carr Mccarthy, Williams",1,43997.60529925936,43997.60529925936,45.0,2.0,37
"and Carr Walker Stout,",1,16283.339739025152,16283.339739025152,59.0,21.0,37
"and Carr, Mendoza Bradley",1,10639.209507962118,10639.209507962118,81.0,25.0,37
"and Carrillo Carroll, Watson",1,24980.04902547331,24980.04902547331,44.0,12.0,37
"and Carrillo Matthews, Rodriguez",1,4752.924848574433,4752.924848574433,82.0,11.0,37
"and Carroll Campos, Johnson",1,35800.90123995454,35800.90123995454,47.0,2.0,37
"and Carroll Hartman, Huang",1,12647.015476180602,12647.015476180602,44.0,30.0,37
"and Carroll Mckinney Griffin,",1,47169.73779654854,47169.73779654854,43.0,8.0,37
"and Carroll Miller, White",1,18629.42016523012,18629.42016523012,28.0,2.0,37
"and Carroll Orr Kelly,",1,42434.77686168285,42434.77686168285,59.0,22.0,37
"and Carroll, Cox Morales",1,37069.69372638142,37069.69372638142,58.0,27.0,37
"and Carroll, Sullivan Evans",1,31823.618860214305,31823.618860214305,77.0,13.0,37
"and Carter Alvarado Cordova,",1,33254.06405255178,33254.06405255178,76.0,25.0,37
"and Carter Campos, Dixon",1,29897.82740026917,29897.82740026917,76.0,27.0,37
"and Carter Collier, Martinez",1,20965.308790313054,20965.308790313054,36.0,14.0,37
"and Carter Gregory, Porter",1,46944.07712728037,46944.07712728037,63.0,26.0,37
"and Carter Hughes, Hooper",1,17955.975838007213,17955.975838007213,42.0,12.0,37
"and Carter Hunter, Thomas",1,36829.87919369901,36829.87919369901,80.0,3.0,37
"and Carter Little Smith,",1,5690.180071551843,5690.180071551843,47.0,15.0,37
"and Carter Nolan Bates,",1,20083.542566158063,20083.542566158063,58.0,2.0,37
"and Carter, Copeland Santos",1,38537.28501305953,38537.28501305953,42.0,20.0,37
"and Case Mccann Davis,",1,8003.800653149518,8003.800653149518,29.0,8.0,37
"and Case Osborn, Cook",1,34190.28125802063,34190.28125802063,59.0,26.0,37
"and Case, Macdonald Houston",1,9585.76829528005,9585.76829528005,18.0,18.0,37
"and Case, West Rodriguez",1,28182.12461076555,28182.12461076555,23.0,4.0,37
and Casey Sons,1,43927.34611292224,43927.34611292224,32.0,10.0,37
"and Castaneda Benson Knox,",1,37614.86108991551,37614.86108991551,25.0,1.0,37
"and Castaneda Miller Mitchell,",1,2564.3582658028795,2564.3582658028795,55.0,19.0,37
"and Castaneda Moon Cooper,",1,40201.09360978595,40201.09360978595,61.0,12.0,37
"and Castaneda Romero Powell,",1,13940.66131830201,13940.66131830201,47.0,28.0,37
"and Castaneda, Mccarty Patterson",1,16518.259074179765,16518.259074179765,64.0,21.0,37
"and Castillo Bell Chavez,",1,48082.39475283531,48082.39475283531,82.0,26.0,37
"and Castillo Chavez, Hayden",1,45636.330565852346,45636.330565852346,52.0,28.0,37
"and Castillo Golden Hall,",1,38308.34275355948,38308.34275355948,50.0,3.0,37
and Castillo Sons,1,20852.147489518386,20852.147489518386,70.0,2.0,37
"and Castillo, Gibson Smith",1,36565.06032954055,36565.06032954055,51.0,14.0,37
"and Castillo, Hale Hart",1,23670.35232571978,23670.35232571978,37.0,25.0,37
"and Castillo, Mayer Reyes",1,36535.70370302143,36535.70370302143,70.0,3.0,37
"and Castro Bowman Gonzalez,",1,43134.01660892559,43134.01660892559,76.0,14.0,37
"and Castro Davis Carter,",1,49417.40874822305,49417.40874822305,68.0,23.0,37
"and Castro Shannon, Estrada",1,23394.52506553151,23394.52506553151,73.0,5.0,37
"and Castro, Jones Mendoza",1,6632.954466447712,6632.954466447712,72.0,25.0,37
"and Cervantes Woodward, Harris",1,19909.243223525264,19909.243223525264,24.0,22.0,37
"and Cervantes, Ford Weiss",1,30817.891459427206,30817.891459427206,64.0,3.0,37
"and Cervantes, Rodriguez Lynch",1,6163.662571926908,6163.662571926908,27.0,19.0,37
"and Chan, Thompson Walls",1,34929.40051540279,34929.40051540279,24.0,27.0,37
"and Chandler Ramos Sweeney,",1,32791.27321064617,32791.27321064617,70.0,18.0,37
"and Chandler, Conner Miller",1,26873.00547125749,26873.00547125749,29.0,7.0,37
"and Chandler, Rice Leach",1,40507.87694220632,40507.87694220632,57.0,22.0,37
"and Chandler, Smith Adkins",1,46848.97892628146,46848.97892628146,50.0,28.0,37
"and Chang Rollins Perry,",1,23275.577496481837,23275.577496481837,19.0,2.0,37
"and Chang Serrano Quinn,",1,35844.59178195322,35844.59178195322,77.0,21.0,37
"and Chang, Franklin Conway",1,14464.12146814785,14464.12146814785,35.0,5.0,37
"and Chapman Farrell Wallace,",1,4726.171901496833,4726.171901496833,71.0,14.0,37
"and Chapman Floyd Kelley,",1,27044.730114125447,27044.730114125447,30.0,15.0,37
"and Chapman Lara Stewart,",1,1967.866247411504,1967.866247411504,22.0,3.0,37
"and Chapman Payne, Werner",1,42500.59066977505,42500.59066977505,30.0,1.0,37
"and Chase Mcknight, Campbell",1,22652.070709949912,22652.070709949912,46.0,30.0,37
"and Chavez Everett, Howard",1,13107.405913087749,13107.405913087749,54.0,4.0,37
"and Chavez Freeman, Smith",1,3466.0453943075145,3466.0453943075145,82.0,5.0,37
"and Chavez Price, Porter",1,27323.81806254058,27323.81806254058,62.0,28.0,37
"and Chavez Sanders, Gomez",1,35766.94155343062,35766.94155343062,63.0,2.0,37
"and Chavez Villa Atkins,",1,48341.22305782742,48341.22305782742,83.0,26.0,37
"and Chavez, Knight Fisher",1,20443.039697892964,20443.039697892964,33.0,23.0,37
"and Chavez, Martinez Romero",1,45200.28357722192,45200.28357722192,39.0,11.0,37
"and Chavez, Strickland Martin",1,23177.407712244974,23177.407712244974,47.0,25.0,37
"and Chen Garrett, Hodges",1,3375.975573029484,3375.975573029484,67.0,12.0,37
"and Chen Martinez Williams,",1,30232.24765124526,30232.24765124526,43.0,25.0,37
"and Chen, Wells Williams",1,41418.42368305274,41418.42368305274,22.0,2.0,37
"and Cherry Pham Kramer,",1,28136.93698985016,28136.93698985016,85.0,16.0,37
"and Choi, Campbell Jackson",1,6347.750926432498,6347.750926432498,49.0,19.0,37
"and Christensen Clark Johnson,",1,19915.22309637305,19915.22309637305,55.0,9.0,37
"and Christian Adkins, Wall",1,30173.288330060688,30173.288330060688,81.0,18.0,37
"and Christian Evans Schwartz,",1,25814.130433224196,25814.130433224196,36.0,19.0,37
"and Christian Thompson Lewis,",1,17794.3845945829,17794.3845945829,53.0,18.0,37
"and Chung Garza Rodriguez,",1,32726.122984927228,32726.122984927228,46.0,26.0,37
"and Chung, Lucas Lucas",1,13674.54820207924,13674.54820207924,80.0,18.0,37
"and Church Anderson May,",1,29897.52618639683,29897.52618639683,32.0,29.0,37
"and Cisneros Jackson, Kelly",1,6257.385756620008,6257.385756620008,57.0,21.0,37
"and Cisneros Wilson Patton,",1,29761.79353581045,29761.79353581045,47.0,15.0,37
"and Clark Dunn Sanders,",1,37104.10474292798,37104.10474292798,26.0,18.0,37
"and Clark Gray Carroll,",1,21794.562198685675,21794.562198685675,49.0,13.0,37
"and Clark Johnson, Matthews",1,30108.059464863985,30108.059464863985,44.0,9.0,37
"and Clark Maddox Hamilton,",1,15586.752818646488,15586.752818646488,31.0,7.0,37
"and Clark Moreno, Nolan",1,27128.444030029877,27128.444030029877,44.0,16.0,37
"and Clark Preston, Mcdonald",1,11213.59278795211,11213.59278795211,26.0,30.0,37
"and Clark Rivera, Morgan",1,7105.161679203475,7105.161679203475,40.0,15.0,37
"and Clark Ruiz Kent,",1,9879.927146599412,9879.927146599412,55.0,22.0,37
"and Clark Simmons, Ford",1,493.84080003904296,493.84080003904296,26.0,8.0,37
"and Clark Watts, Sanchez",1,12599.88727787086,12599.88727787086,22.0,30.0,37
"and Clark, Curry Sweeney",1,24726.038106041844,24726.038106041844,31.0,22.0,37
"and Clark, Frazier Gonzalez",1,36413.43110900392,36413.43110900392,34.0,19.0,37
"and Clark, Mercado Stark",1,9661.969416622254,9661.969416622254,47.0,9.0,37
"and Clark, Silva Patterson",1,45666.51532836983,45666.51532836983,28.0,11.0,37
"and Clark, Sweeney Watkins",1,4123.164501686626,4123.164501686626,41.0,13.0,37
"and Clay, Martinez Thompson",1,42845.210833447,42845.210833447,27.0,22.0,37
"and Clay, Morton Cunningham",1,5588.993884734703,5588.993884734703,59.0,6.0,37
"and Clay, Rios Sims",1,6755.684270449436,6755.684270449436,64.0,29.0,37
"and Clayton Walker, Hamilton",1,22944.745585970184,22944.745585970184,69.0,16.0,37
"and Cline Willis, Berry",1,47416.63142605769,47416.63142605769,52.0,24.0,37
"and Cobb, Farmer Hernandez",1,22624.587465551056,22624.587465551056,64.0,12.0,37
"and Cobb, Russell Jenkins",1,2471.9441460465537,2471.9441460465537,31.0,28.0,37
"and Cochran Crawford, Best",1,32331.11556810225,32331.11556810225,74.0,22.0,37
and Coffey Sons,1,8951.52716970113,8951.52716970113,72.0,8.0,37
"and Cohen Fisher, Adams",1,41494.70022689586,41494.70022689586,33.0,28.0,37
"and Cohen Jones, Barnes",1,39440.75651092235,39440.75651092235,82.0,4.0,37
"and Cohen Nelson, Davidson",1,30322.532665874154,30322.532665874154,80.0,29.0,37
"and Cole Fields, Brennan",1,47655.04375293965,47655.04375293965,64.0,5.0,37
"and Cole Green Moore,",1,21721.973360354412,21721.973360354412,33.0,13.0,37
"and Cole Montoya Miller,",1,18324.578567840446,18324.578567840446,23.0,1.0,37
"and Cole Simmons Sanders,",1,37166.65449206572,37166.65449206572,67.0,13.0,37
and Cole Sons,1,25016.10290038969,25016.10290038969,85.0,14.0,37
"and Coleman Ballard, Taylor",1,13274.984786280207,13274.984786280207,26.0,17.0,37
"and Coleman Elliott Gonzalez,",1,10304.015332300363,10304.015332300363,69.0,5.0,37
"and Coleman Garrett Johnson,",1,34107.783425362395,34107.783425362395,23.0,9.0,37
"and Coleman Jones Thomas,",1,42692.751448169256,42692.751448169256,51.0,7.0,37
"and Coleman Pace West,",1,33655.998849133,33655.998849133,68.0,30.0,37
"and Coleman, Guerrero Nguyen",1,5399.9958464727415,5399.9958464727415,61.0,10.0,37
"and Coleman, Ray Ortega",1,41382.63942043561,41382.63942043561,52.0,24.0,37
"and Collins Raymond Rivera,",1,32223.10840675761,32223.10840675761,60.0,7.0,37
"and Collins Smith Mason,",1,25998.12606273245,25998.12606273245,80.0,10.0,37
"and Collins Stout Carr,",1,44437.05092026418,44437.05092026418,33.0,13.0,37
"and Collins, Avery Watson",1,12571.33599943826,12571.33599943826,33.0,26.0,37
"and Colon Blair Mitchell,",1,41445.22410636914,41445.22410636914,53.0,28.0,37
"and Colon, Hamilton Hall",1,45975.05775356184,45975.05775356184,41.0,6.0,37
"and Combs Potter Cooper,",1,7609.141069628338,7609.141069628338,81.0,25.0,37
"and Compton Macdonald, Duran",1,14825.276836945215,14825.276836945215,43.0,6.0,37
"and Compton Stein Rose,",1,22437.07577996378,22437.07577996378,49.0,27.0,37
and Conley Sons,1,36555.4668281637,36555.4668281637,72.0,10.0,37
"and Conley, Greene Grant",1,5851.534204342966,5851.534204342966,64.0,24.0,37
"and Conley, Shields Suarez",1,25941.642796535765,25941.642796535765,38.0,5.0,37
"and Conner Burke Gibson,",1,38756.87503182559,38756.87503182559,23.0,22.0,37
"and Conner Shah Ponce,",1,20794.976872865413,20794.976872865413,60.0,9.0,37
and Conner Sons,1,36819.47268861564,36819.47268861564,78.0,16.0,37
"and Conner, Zimmerman Collins",1,2334.6588665781737,2334.6588665781737,31.0,3.0,37
"and Conrad Boyd, Burnett",1,45157.47112483898,45157.47112483898,63.0,25.0,37
"and Conrad Ponce Washington,",1,31057.961173114345,31057.961173114345,58.0,24.0,37
"and Conrad, Charles Lowery",1,5409.22577551513,5409.22577551513,54.0,18.0,37
"and Contreras Lewis, Flores",1,27898.605005564703,27898.605005564703,37.0,18.0,37
"and Contreras Miller Webster,",1,10107.299106180106,10107.299106180106,64.0,15.0,37
"and Contreras Santiago Fowler,",1,44188.42986084124,44188.42986084124,68.0,4.0,37
"and Contreras, Harvey Jimenez",1,6756.570621582923,6756.570621582923,32.0,6.0,37
"and Conway Cruz, Hayes",1,34734.6073051309,34734.6073051309,41.0,3.0,37
"and Conway George, Huff",1,7235.190690187703,7235.190690187703,20.0,1.0,37
"and Cook Andrews, Jordan",1,36852.55161251489,36852.55161251489,77.0,1.0,37
"and Cook Brown Gilmore,",1,21565.565450724214,21565.565450724214,26.0,19.0,37
"and Cook Case Kim,",1,9116.381594087652,9116.381594087652,42.0,25.0,37
"and Cook Medina Perkins,",1,44521.96887799878,44521.96887799878,69.0,3.0,37
"and Cook Riley, Thomas",1,23976.074035724727,23976.074035724727,54.0,24.0,37
"and Cook Thomas Parker,",1,33391.62103444778,33391.62103444778,69.0,2.0,37
"and Cook Walsh Willis,",1,37016.09832581072,37016.09832581072,79.0,18.0,37
"and Cook, Elliott Phillips",1,8921.866755786034,8921.866755786034,63.0,27.0,37
"and Cooper Coleman, Hall",1,18718.78335179137,18718.78335179137,73.0,14.0,37
"and Cooper Diaz Perez,",1,47170.856435706526,47170.856435706526,60.0,21.0,37
"and Cooper Dunn Moore,",1,5242.383969446177,5242.383969446177,27.0,19.0,37
"and Cooper Hunt, White",1,29447.82498755613,29447.82498755613,23.0,17.0,37
"and Cooper Johnson, Johnston",1,28449.60615948123,28449.60615948123,61.0,4.0,37
"and Cooper Merritt Fletcher,",1,37268.84081714827,37268.84081714827,38.0,2.0,37
"and Cooper Miller Brooks,",1,48625.04560213447,48625.04560213447,19.0,6.0,37
"and Cooper Miller, Moreno",1,44802.80676430276,44802.80676430276,83.0,27.0,37
"and Cooper Potter, Landry",1,6649.003504424868,6649.003504424868,80.0,25.0,37
"and Cooper, Flores Barnett",1,35097.303890457355,35097.303890457355,73.0,13.0,37
"and Copeland Conway Decker,",1,12193.917939768531,12193.917939768531,77.0,25.0,37
"and Copeland Obrien, Pierce",1,22196.88185293194,22196.88185293194,46.0,28.0,37
"and Copeland Peterson, Cooper",1,16320.06912941027,16320.06912941027,77.0,3.0,37
"and Copeland Webster, Thomas",1,26764.39953391982,26764.39953391982,71.0,10.0,37
"and Copeland, Riley Henderson",1,10915.39601472982,10915.39601472982,46.0,4.0,37
"and Cordova Klein, Spence",1,32972.90952249512,32972.90952249512,82.0,4.0,37
"and Cordova Rollins Schmidt,",1,14714.962721835504,14714.962721835504,78.0,6.0,37
and Cordova Sons,1,20361.865517906645,20361.865517906645,64.0,30.0,37
"and Cortez Armstrong, Diaz",1,8899.057294632768,8899.057294632768,70.0,21.0,37
"and Cortez Williams, Nguyen",1,9837.909427067108,9837.909427067108,61.0,22.0,37
"and Cox Ibarra Perry,",1,32827.620815776376,32827.620815776376,81.0,14.0,37
"and Cox Lynch, Mcconnell",1,8832.192419460216,8832.192419460216,41.0,6.0,37
"and Cox Martin Clark,",1,23449.813701744715,23449.813701744715,65.0,1.0,37
"and Cox, Lawrence Grimes",1,19749.87244761645,19749.87244761645,52.0,5.0,37
"and Cox, Ortiz Savage",1,38597.798831069806,38597.798831069806,49.0,6.0,37
"and Cox, Ward Valencia",1,33574.82834209293,33574.82834209293,24.0,24.0,37
"and Craig Carlson Gomez,",1,25383.43159283594,25383.43159283594,24.0,19.0,37
and Craig Sons,1,39461.29369687753,39461.29369687753,46.0,7.0,37
"and Craig, Cook Dorsey",1,9071.639662913907,9071.639662913907,40.0,10.0,37
"and Craig, Jones Gomez",1,41480.33046715868,41480.33046715868,18.0,26.0,37
"and Craig, Moyer Baker",1,37601.466299354186,37601.466299354186,43.0,11.0,37
and Crane Sons,1,20218.914169128097,20218.914169128097,19.0,23.0,37
"and Crawford Frazier, Taylor",1,46620.35475265343,46620.35475265343,77.0,11.0,37
"and Crawford Garcia, Acevedo",1,22105.67211335371,22105.67211335371,82.0,13.0,37
"and Crawford Morales White,",1,7552.536673302236,7552.536673302236,23.0,19.0,37
"and Crawford, Campbell Welch",1,27559.151696860667,27559.151696860667,49.0,28.0,37
"and Crawford, Davis Riggs",1,36014.08567349039,36014.08567349039,59.0,14.0,37
"and Crosby Carrillo Johnson,",1,37107.42308760265,37107.42308760265,40.0,2.0,37
"and Cross Abbott Dixon,",1,43060.388828372124,43060.388828372124,55.0,26.0,37
and Cross Sons,1,10149.027110838457,10149.027110838457,57.0,19.0,37
